session_id,date,month,month_num,year,year_month,day_of_week,traffic_source,landing_page,device,location,pages_viewed,session_duration_s,bounced,converted,new_user
SES-0012350,2023-03-14,March,3,2023,2023-03,Tuesday,Paid Search,/book-appointment,Desktop,Dallas,8,337.0,False,False,True
SES-0012351,2023-03-14,March,3,2023,2023-03,Tuesday,Organic Search,/services,Desktop,San Diego,7,307.0,False,False,True
SES-0012352,2023-03-14,March,3,2023,2023-03,Tuesday,Organic Search,/contact,Desktop,Chicago,3,210.0,False,False,False
SES-0012353,2023-03-14,March,3,2023,2023-03,Tuesday,Organic Search,/book-appointment,Desktop,Chicago,1,33.0,True,False,False
SES-0012354,2023-03-14,March,3,2023,2023-03,Tuesday,Social Media,/book-appointment,Tablet,San Antonio,1,31.0,True,False,True
SES-0012355,2023-03-14,March,3,2023,2023-03,Tuesday,Organic Search,/contact,Mobile,San Antonio,8,134.0,False,True,True
SES-0012356,2023-03-14,March,3,2023,2023-03,Tuesday,Organic Search,/book-appointment,Desktop,San Diego,1,40.0,True,False,True
SES-0012357,2023-03-14,March,3,2023,2023-03,Tuesday,Organic Search,/book-appointment,Desktop,San Antonio,8,409.0,False,False,True
SES-0012358,2023-03-14,March,3,2023,2023-03,Tuesday,Social Media,/home,Mobile,San Diego,8,409.0,False,False,False
SES-0012359,2023-03-14,March,3,2023,2023-03,Tuesday,Organic Search,/home,Mobile,Philadelphia,5,248.0,False,False,True
SES-0012360,2023-03-14,March,3,2023,2023-03,Tuesday,Paid Search,/about,Tablet,Dallas,1,44.0,True,False,False
SES-0012361,2023-03-14,March,3,2023,2023-03,Tuesday,Organic Search,/blog,Mobile,Los Angeles,3,304.0,False,False,False
SES-0012362,2023-03-14,March,3,2023,2023-03,Tuesday,Social Media,/home,Mobile,New York,5,215.0,False,False,True
SES-0012363,2023-03-14,March,3,2023,2023-03,Tuesday,Referral,/home,Desktop,Houston,1,37.0,True,False,True
SES-0012364,2023-03-14,March,3,2023,2023-03,Tuesday,Paid Search,/home,Mobile,New York,1,45.0,True,False,False
SES-0012365,2023-03-14,March,3,2023,2023-03,Tuesday,Social Media,/blog,Mobile,Chicago,1,14.0,True,False,True
SES-0012366,2023-03-14,March,3,2023,2023-03,Tuesday,Organic Search,/services,Desktop,Dallas,2,451.0,False,False,False
SES-0012367,2023-03-14,March,3,2023,2023-03,Tuesday,Email Campaign,/book-appointment,Mobile,Los Angeles,2,207.0,False,False,True
SES-0012368,2023-03-14,March,3,2023,2023-03,Tuesday,Direct,/about,Desktop,Dallas,4,82.0,False,False,True
SES-0012369,2023-03-14,March,3,2023,2023-03,Tuesday,Referral,/team,Tablet,New York,2,234.0,False,False,True
SES-0012370,2023-03-14,March,3,2023,2023-03,Tuesday,Organic Search,/team,Desktop,Chicago,1,11.0,True,False,True
SES-0012371,2023-03-14,March,3,2023,2023-03,Tuesday,Social Media,/home,Desktop,Austin,1,42.0,True,False,True
SES-0012372,2023-03-14,March,3,2023,2023-03,Tuesday,Organic Search,/testimonials,Mobile,San Antonio,1,40.0,True,False,False
SES-0012373,2023-03-14,March,3,2023,2023-03,Tuesday,Direct,/home,Mobile,Philadelphia,2,301.0,False,False,True
SES-0012374,2023-03-14,March,3,2023,2023-03,Tuesday,Organic Search,/services,Desktop,Philadelphia,1,11.0,True,False,False
SES-0012375,2023-03-14,March,3,2023,2023-03,Tuesday,Social Media,/home,Mobile,San Diego,8,220.0,False,False,False
SES-0012376,2023-03-14,March,3,2023,2023-03,Tuesday,Organic Search,/blog,Desktop,San Antonio,3,394.0,False,False,False
SES-0012377,2023-03-14,March,3,2023,2023-03,Tuesday,Organic Search,/team,Mobile,New York,7,456.0,False,False,True
SES-0012378,2023-03-14,March,3,2023,2023-03,Tuesday,Organic Search,/blog,Tablet,Phoenix,4,117.0,False,True,True
SES-0012379,2023-03-14,March,3,2023,2023-03,Tuesday,Paid Search,/services,Desktop,Phoenix,2,278.0,False,True,True
SES-0012380,2023-03-14,March,3,2023,2023-03,Tuesday,Paid Search,/home,Mobile,San Diego,1,20.0,True,False,True
SES-0012381,2023-03-14,March,3,2023,2023-03,Tuesday,Organic Search,/book-appointment,Mobile,San Antonio,7,150.0,False,False,True
SES-0012382,2023-03-15,March,3,2023,2023-03,Wednesday,Social Media,/blog,Tablet,Los Angeles,1,39.0,True,False,True
SES-0012383,2023-03-15,March,3,2023,2023-03,Wednesday,Direct,/home,Desktop,San Diego,5,96.0,False,False,True
SES-0012384,2023-03-15,March,3,2023,2023-03,Wednesday,Paid Search,/home,Mobile,Phoenix,7,191.0,False,False,True
SES-0012385,2023-03-15,March,3,2023,2023-03,Wednesday,Social Media,/home,Desktop,San Diego,1,11.0,True,False,True
SES-0012386,2023-03-15,March,3,2023,2023-03,Wednesday,Organic Search,/home,Desktop,San Antonio,1,23.0,True,False,True
SES-0012387,2023-03-15,March,3,2023,2023-03,Wednesday,Organic Search,/faq,Mobile,Phoenix,1,30.0,True,False,False
SES-0012388,2023-03-15,March,3,2023,2023-03,Wednesday,Direct,/services,Mobile,Phoenix,8,209.0,False,False,False
SES-0012389,2023-03-15,March,3,2023,2023-03,Wednesday,Organic Search,/home,Mobile,Los Angeles,8,166.0,False,False,False
SES-0012390,2023-03-15,March,3,2023,2023-03,Wednesday,Paid Search,/home,Mobile,New York,1,28.0,True,False,True
SES-0012391,2023-03-15,March,3,2023,2023-03,Wednesday,Organic Search,/services,Mobile,San Antonio,1,10.0,True,False,True
SES-0012392,2023-03-15,March,3,2023,2023-03,Wednesday,Direct,/services,Mobile,San Antonio,6,258.0,False,False,True
SES-0012393,2023-03-15,March,3,2023,2023-03,Wednesday,Organic Search,/blog,Mobile,Phoenix,5,346.0,False,False,True
SES-0012394,2023-03-15,March,3,2023,2023-03,Wednesday,Organic Search,/services,Desktop,San Antonio,2,236.0,False,False,True
SES-0012395,2023-03-15,March,3,2023,2023-03,Wednesday,Paid Search,/book-appointment,Mobile,New York,2,420.0,False,False,False
SES-0012396,2023-03-15,March,3,2023,2023-03,Wednesday,Direct,/home,Mobile,Los Angeles,1,28.0,True,False,True
SES-0012397,2023-03-15,March,3,2023,2023-03,Wednesday,Organic Search,/services,Desktop,Phoenix,1,27.0,True,False,False
SES-0012398,2023-03-15,March,3,2023,2023-03,Wednesday,Social Media,/home,Tablet,Dallas,7,234.0,False,False,False
SES-0012399,2023-03-15,March,3,2023,2023-03,Wednesday,Social Media,/home,Mobile,Houston,1,18.0,True,False,True
SES-0012400,2023-03-15,March,3,2023,2023-03,Wednesday,Organic Search,/home,Desktop,Houston,5,339.0,False,False,True
SES-0012401,2023-03-15,March,3,2023,2023-03,Wednesday,Social Media,/team,Tablet,Chicago,5,137.0,False,False,True
SES-0012402,2023-03-15,March,3,2023,2023-03,Wednesday,Direct,/home,Desktop,San Diego,3,288.0,False,False,True
SES-0012403,2023-03-15,March,3,2023,2023-03,Wednesday,Direct,/home,Desktop,Austin,5,241.0,False,False,True
SES-0012404,2023-03-15,March,3,2023,2023-03,Wednesday,Organic Search,/services,Mobile,San Antonio,8,240.0,False,True,True
SES-0012405,2023-03-15,March,3,2023,2023-03,Wednesday,Social Media,/testimonials,Desktop,Chicago,1,39.0,True,False,True
SES-0012406,2023-03-15,March,3,2023,2023-03,Wednesday,Organic Search,/services,Desktop,Los Angeles,1,24.0,True,False,False
SES-0012407,2023-03-15,March,3,2023,2023-03,Wednesday,Organic Search,/blog,Mobile,Austin,1,30.0,True,False,False
SES-0012408,2023-03-15,March,3,2023,2023-03,Wednesday,Direct,/blog,Desktop,Houston,2,412.0,False,False,True
SES-0012409,2023-03-15,March,3,2023,2023-03,Wednesday,Organic Search,/book-appointment,Desktop,Los Angeles,6,145.0,False,False,True
SES-0012410,2023-03-15,March,3,2023,2023-03,Wednesday,Organic Search,/blog,Mobile,Dallas,6,242.0,False,False,True
SES-0012411,2023-03-15,March,3,2023,2023-03,Wednesday,Paid Search,/book-appointment,Mobile,New York,1,12.0,True,False,True
SES-0012412,2023-03-15,March,3,2023,2023-03,Wednesday,Social Media,/home,Desktop,Houston,4,459.0,False,False,True
SES-0012413,2023-03-15,March,3,2023,2023-03,Wednesday,Social Media,/services,Mobile,Austin,1,15.0,True,False,False
SES-0012414,2023-03-15,March,3,2023,2023-03,Wednesday,Organic Search,/home,Mobile,New York,7,61.0,False,False,False
SES-0012415,2023-03-15,March,3,2023,2023-03,Wednesday,Direct,/home,Tablet,San Diego,4,63.0,False,False,True
SES-0012416,2023-03-15,March,3,2023,2023-03,Wednesday,Organic Search,/book-appointment,Tablet,Austin,1,17.0,True,False,False
SES-0012417,2023-03-15,March,3,2023,2023-03,Wednesday,Organic Search,/home,Desktop,Houston,1,20.0,True,False,False
SES-0012418,2023-03-15,March,3,2023,2023-03,Wednesday,Organic Search,/services,Mobile,Chicago,1,42.0,True,False,True
SES-0012419,2023-03-15,March,3,2023,2023-03,Wednesday,Organic Search,/services,Tablet,Phoenix,3,328.0,False,False,True
SES-0012420,2023-03-15,March,3,2023,2023-03,Wednesday,Paid Search,/services,Mobile,Philadelphia,1,14.0,True,False,True
SES-0012421,2023-03-15,March,3,2023,2023-03,Wednesday,Organic Search,/home,Desktop,Phoenix,8,249.0,False,False,True
SES-0012422,2023-03-15,March,3,2023,2023-03,Wednesday,Organic Search,/book-appointment,Mobile,San Antonio,5,112.0,False,False,True
SES-0012423,2023-03-15,March,3,2023,2023-03,Wednesday,Referral,/services,Mobile,Chicago,1,30.0,True,False,True
SES-0012424,2023-03-15,March,3,2023,2023-03,Wednesday,Organic Search,/book-appointment,Desktop,San Antonio,2,323.0,False,False,True
SES-0012425,2023-03-15,March,3,2023,2023-03,Wednesday,Organic Search,/home,Desktop,Dallas,1,23.0,True,False,True
SES-0012426,2023-03-15,March,3,2023,2023-03,Wednesday,Organic Search,/testimonials,Mobile,Houston,1,14.0,True,False,True
SES-0012427,2023-03-15,March,3,2023,2023-03,Wednesday,Direct,/blog,Mobile,Chicago,8,76.0,False,False,False
SES-0012428,2023-03-15,March,3,2023,2023-03,Wednesday,Organic Search,/book-appointment,Mobile,Los Angeles,8,279.0,False,False,False
SES-0012429,2023-03-15,March,3,2023,2023-03,Wednesday,Organic Search,/contact,Desktop,San Diego,2,346.0,False,False,False
SES-0012430,2023-03-15,March,3,2023,2023-03,Wednesday,Organic Search,/services,Mobile,New York,4,385.0,False,True,True
SES-0012431,2023-03-15,March,3,2023,2023-03,Wednesday,Organic Search,/contact,Mobile,Philadelphia,1,43.0,True,False,True
SES-0012432,2023-03-15,March,3,2023,2023-03,Wednesday,Social Media,/contact,Desktop,Los Angeles,1,33.0,True,False,True
SES-0012433,2023-03-15,March,3,2023,2023-03,Wednesday,Organic Search,/book-appointment,Mobile,Dallas,2,109.0,False,False,True
SES-0012434,2023-03-15,March,3,2023,2023-03,Wednesday,Social Media,/about,Desktop,New York,5,110.0,False,False,True
SES-0012435,2023-03-15,March,3,2023,2023-03,Wednesday,Direct,/home,Desktop,Chicago,5,169.0,False,False,True
SES-0012436,2023-03-15,March,3,2023,2023-03,Wednesday,Organic Search,/home,Mobile,San Antonio,2,137.0,False,False,False
SES-0012437,2023-03-15,March,3,2023,2023-03,Wednesday,Organic Search,/contact,Tablet,Phoenix,1,18.0,True,False,True
SES-0012438,2023-03-15,March,3,2023,2023-03,Wednesday,Social Media,/services,Desktop,San Antonio,1,36.0,True,False,False
SES-0012439,2023-03-15,March,3,2023,2023-03,Wednesday,Organic Search,/testimonials,Desktop,Phoenix,2,174.0,False,False,False
SES-0012440,2023-03-15,March,3,2023,2023-03,Wednesday,Organic Search,/services,Desktop,Philadelphia,2,340.0,False,False,False
SES-0012441,2023-03-15,March,3,2023,2023-03,Wednesday,Organic Search,/home,Mobile,San Diego,7,372.0,False,False,True
SES-0012442,2023-03-15,March,3,2023,2023-03,Wednesday,Social Media,/about,Mobile,San Diego,3,92.0,False,False,True
SES-0012443,2023-03-15,March,3,2023,2023-03,Wednesday,Social Media,/services,Desktop,Houston,6,173.0,False,False,False
SES-0012444,2023-03-15,March,3,2023,2023-03,Wednesday,Organic Search,/services,Mobile,San Antonio,1,15.0,True,False,False
SES-0012445,2023-03-15,March,3,2023,2023-03,Wednesday,Direct,/about,Desktop,San Diego,8,431.0,False,False,False
SES-0012446,2023-03-15,March,3,2023,2023-03,Wednesday,Social Media,/blog,Desktop,Austin,1,17.0,True,False,False
SES-0012447,2023-03-16,March,3,2023,2023-03,Thursday,Organic Search,/book-appointment,Desktop,Dallas,4,331.0,False,False,False
SES-0012448,2023-03-16,March,3,2023,2023-03,Thursday,Paid Search,/book-appointment,Desktop,New York,1,23.0,True,False,False
SES-0012449,2023-03-16,March,3,2023,2023-03,Thursday,Organic Search,/home,Desktop,Austin,4,361.0,False,False,True
SES-0012450,2023-03-16,March,3,2023,2023-03,Thursday,Organic Search,/blog,Mobile,Los Angeles,3,154.0,False,False,True
SES-0012451,2023-03-16,March,3,2023,2023-03,Thursday,Organic Search,/team,Mobile,San Diego,5,416.0,False,False,False
SES-0012452,2023-03-16,March,3,2023,2023-03,Thursday,Organic Search,/contact,Mobile,Chicago,4,348.0,False,False,True
SES-0012453,2023-03-16,March,3,2023,2023-03,Thursday,Organic Search,/book-appointment,Mobile,San Antonio,4,250.0,False,False,False
SES-0012454,2023-03-16,March,3,2023,2023-03,Thursday,Direct,/blog,Desktop,Dallas,7,445.0,False,True,False
SES-0012455,2023-03-16,March,3,2023,2023-03,Thursday,Email Campaign,/services,Mobile,Phoenix,5,354.0,False,True,False
SES-0012456,2023-03-16,March,3,2023,2023-03,Thursday,Organic Search,/home,Tablet,Los Angeles,7,209.0,False,False,True
SES-0012457,2023-03-16,March,3,2023,2023-03,Thursday,Direct,/home,Desktop,San Diego,8,266.0,False,False,True
SES-0012458,2023-03-16,March,3,2023,2023-03,Thursday,Organic Search,/services,Desktop,New York,2,193.0,False,False,True
SES-0012459,2023-03-16,March,3,2023,2023-03,Thursday,Direct,/about,Mobile,Philadelphia,2,428.0,False,False,True
SES-0012460,2023-03-16,March,3,2023,2023-03,Thursday,Social Media,/home,Mobile,Los Angeles,1,16.0,True,False,True
SES-0012461,2023-03-16,March,3,2023,2023-03,Thursday,Organic Search,/contact,Desktop,San Antonio,1,28.0,True,False,False
SES-0012462,2023-03-16,March,3,2023,2023-03,Thursday,Email Campaign,/home,Mobile,Austin,4,208.0,False,False,False
SES-0012463,2023-03-16,March,3,2023,2023-03,Thursday,Paid Search,/home,Desktop,Los Angeles,1,28.0,True,False,True
SES-0012464,2023-03-16,March,3,2023,2023-03,Thursday,Direct,/services,Tablet,Phoenix,5,450.0,False,True,False
SES-0012465,2023-03-16,March,3,2023,2023-03,Thursday,Referral,/contact,Desktop,Houston,1,12.0,True,False,False
SES-0012466,2023-03-16,March,3,2023,2023-03,Thursday,Social Media,/blog,Desktop,Los Angeles,3,161.0,False,False,True
SES-0012467,2023-03-16,March,3,2023,2023-03,Thursday,Direct,/services,Tablet,Los Angeles,4,105.0,False,False,True
SES-0012468,2023-03-16,March,3,2023,2023-03,Thursday,Organic Search,/book-appointment,Mobile,Dallas,5,339.0,False,False,False
SES-0012469,2023-03-16,March,3,2023,2023-03,Thursday,Paid Search,/book-appointment,Mobile,Los Angeles,1,31.0,True,False,True
SES-0012470,2023-03-16,March,3,2023,2023-03,Thursday,Paid Search,/services,Desktop,San Diego,1,21.0,True,False,True
SES-0012471,2023-03-16,March,3,2023,2023-03,Thursday,Organic Search,/about,Desktop,San Diego,8,316.0,False,False,True
SES-0012472,2023-03-16,March,3,2023,2023-03,Thursday,Social Media,/team,Mobile,Philadelphia,1,41.0,True,False,True
SES-0012473,2023-03-16,March,3,2023,2023-03,Thursday,Social Media,/book-appointment,Mobile,Houston,1,38.0,True,False,True
SES-0012474,2023-03-16,March,3,2023,2023-03,Thursday,Email Campaign,/book-appointment,Mobile,Philadelphia,1,38.0,True,False,False
SES-0012475,2023-03-16,March,3,2023,2023-03,Thursday,Social Media,/home,Mobile,Chicago,7,138.0,False,False,False
SES-0012476,2023-03-16,March,3,2023,2023-03,Thursday,Social Media,/home,Desktop,Los Angeles,3,164.0,False,False,False
SES-0012477,2023-03-16,March,3,2023,2023-03,Thursday,Social Media,/home,Mobile,New York,5,153.0,False,False,True
SES-0012478,2023-03-16,March,3,2023,2023-03,Thursday,Direct,/home,Mobile,San Diego,1,30.0,True,False,True
SES-0012479,2023-03-16,March,3,2023,2023-03,Thursday,Social Media,/about,Desktop,New York,1,43.0,True,False,True
SES-0012480,2023-03-16,March,3,2023,2023-03,Thursday,Organic Search,/home,Mobile,New York,3,181.0,False,False,True
SES-0012481,2023-03-16,March,3,2023,2023-03,Thursday,Social Media,/services,Desktop,Dallas,1,37.0,True,False,False
SES-0012482,2023-03-16,March,3,2023,2023-03,Thursday,Social Media,/blog,Mobile,Phoenix,1,29.0,True,False,False
SES-0012483,2023-03-16,March,3,2023,2023-03,Thursday,Organic Search,/book-appointment,Mobile,Los Angeles,1,34.0,True,False,True
SES-0012484,2023-03-16,March,3,2023,2023-03,Thursday,Direct,/about,Desktop,Phoenix,1,41.0,True,False,True
SES-0012485,2023-03-16,March,3,2023,2023-03,Thursday,Social Media,/about,Mobile,Chicago,8,181.0,False,False,False
SES-0012486,2023-03-16,March,3,2023,2023-03,Thursday,Direct,/services,Mobile,Houston,5,137.0,False,False,True
SES-0012487,2023-03-16,March,3,2023,2023-03,Thursday,Organic Search,/home,Mobile,Philadelphia,6,113.0,False,False,False
SES-0012488,2023-03-16,March,3,2023,2023-03,Thursday,Direct,/book-appointment,Mobile,Los Angeles,8,169.0,False,False,False
SES-0012489,2023-03-16,March,3,2023,2023-03,Thursday,Organic Search,/home,Mobile,Austin,7,69.0,False,False,True
SES-0012490,2023-03-16,March,3,2023,2023-03,Thursday,Organic Search,/home,Desktop,Chicago,2,338.0,False,False,False
SES-0012491,2023-03-16,March,3,2023,2023-03,Thursday,Direct,/home,Desktop,San Diego,8,299.0,False,False,True
SES-0012492,2023-03-16,March,3,2023,2023-03,Thursday,Organic Search,/services,Mobile,Los Angeles,8,404.0,False,False,True
SES-0012493,2023-03-16,March,3,2023,2023-03,Thursday,Social Media,/services,Mobile,Houston,1,15.0,True,False,True
SES-0012494,2023-03-16,March,3,2023,2023-03,Thursday,Direct,/contact,Mobile,Houston,8,347.0,False,True,False
SES-0012495,2023-03-16,March,3,2023,2023-03,Thursday,Organic Search,/blog,Mobile,Dallas,1,44.0,True,False,False
SES-0012496,2023-03-16,March,3,2023,2023-03,Thursday,Organic Search,/home,Desktop,Chicago,1,25.0,True,False,True
SES-0012497,2023-03-16,March,3,2023,2023-03,Thursday,Organic Search,/home,Desktop,New York,8,441.0,False,False,True
SES-0012498,2023-03-16,March,3,2023,2023-03,Thursday,Organic Search,/faq,Desktop,Philadelphia,1,18.0,True,False,False
SES-0012499,2023-03-16,March,3,2023,2023-03,Thursday,Social Media,/about,Mobile,Phoenix,7,456.0,False,False,True
SES-0012500,2023-03-17,March,3,2023,2023-03,Friday,Direct,/book-appointment,Mobile,Houston,1,10.0,True,False,False
SES-0012501,2023-03-17,March,3,2023,2023-03,Friday,Social Media,/book-appointment,Tablet,Austin,1,36.0,True,False,True
SES-0012502,2023-03-17,March,3,2023,2023-03,Friday,Organic Search,/home,Mobile,Los Angeles,2,432.0,False,False,True
SES-0012503,2023-03-17,March,3,2023,2023-03,Friday,Direct,/about,Desktop,Austin,4,465.0,False,False,True
SES-0012504,2023-03-17,March,3,2023,2023-03,Friday,Direct,/services,Mobile,Los Angeles,5,219.0,False,False,False
SES-0012505,2023-03-17,March,3,2023,2023-03,Friday,Direct,/home,Desktop,Chicago,5,182.0,False,False,True
SES-0012506,2023-03-17,March,3,2023,2023-03,Friday,Social Media,/team,Desktop,Houston,5,62.0,False,True,True
SES-0012507,2023-03-17,March,3,2023,2023-03,Friday,Organic Search,/services,Desktop,Dallas,1,12.0,True,False,False
SES-0012508,2023-03-17,March,3,2023,2023-03,Friday,Organic Search,/book-appointment,Desktop,Austin,1,40.0,True,False,False
SES-0012509,2023-03-17,March,3,2023,2023-03,Friday,Email Campaign,/blog,Mobile,Houston,1,24.0,True,False,True
SES-0012510,2023-03-17,March,3,2023,2023-03,Friday,Paid Search,/home,Mobile,Chicago,1,11.0,True,False,True
SES-0012511,2023-03-17,March,3,2023,2023-03,Friday,Social Media,/testimonials,Mobile,Los Angeles,7,404.0,False,False,False
SES-0012512,2023-03-17,March,3,2023,2023-03,Friday,Direct,/home,Desktop,Dallas,8,75.0,False,False,True
SES-0012513,2023-03-17,March,3,2023,2023-03,Friday,Organic Search,/about,Desktop,Houston,6,329.0,False,False,True
SES-0012514,2023-03-17,March,3,2023,2023-03,Friday,Direct,/book-appointment,Desktop,Phoenix,1,44.0,True,False,True
SES-0012515,2023-03-17,March,3,2023,2023-03,Friday,Social Media,/home,Mobile,Chicago,5,417.0,False,False,True
SES-0012516,2023-03-17,March,3,2023,2023-03,Friday,Organic Search,/home,Mobile,Philadelphia,2,258.0,False,False,True
SES-0012517,2023-03-17,March,3,2023,2023-03,Friday,Organic Search,/book-appointment,Desktop,San Diego,1,32.0,True,False,True
SES-0012518,2023-03-17,March,3,2023,2023-03,Friday,Organic Search,/home,Tablet,San Diego,5,274.0,False,False,False
SES-0012519,2023-03-17,March,3,2023,2023-03,Friday,Direct,/home,Desktop,San Diego,1,39.0,True,False,True
SES-0012520,2023-03-17,March,3,2023,2023-03,Friday,Social Media,/book-appointment,Desktop,Austin,1,18.0,True,False,True
SES-0012521,2023-03-17,March,3,2023,2023-03,Friday,Email Campaign,/home,Tablet,Houston,6,259.0,False,False,False
SES-0012522,2023-03-17,March,3,2023,2023-03,Friday,Direct,/book-appointment,Desktop,Phoenix,2,88.0,False,False,False
SES-0012523,2023-03-17,March,3,2023,2023-03,Friday,Email Campaign,/blog,Mobile,Chicago,1,23.0,True,False,True
SES-0012524,2023-03-17,March,3,2023,2023-03,Friday,Organic Search,/services,Mobile,Chicago,1,43.0,True,False,False
SES-0012525,2023-03-17,March,3,2023,2023-03,Friday,Organic Search,/book-appointment,Desktop,San Antonio,1,31.0,True,False,True
SES-0012526,2023-03-17,March,3,2023,2023-03,Friday,Paid Search,/home,Mobile,Philadelphia,1,18.0,True,False,True
SES-0012527,2023-03-17,March,3,2023,2023-03,Friday,Organic Search,/blog,Desktop,San Diego,1,22.0,True,False,True
SES-0012528,2023-03-17,March,3,2023,2023-03,Friday,Direct,/about,Desktop,Chicago,8,324.0,False,False,True
SES-0012529,2023-03-17,March,3,2023,2023-03,Friday,Paid Search,/book-appointment,Desktop,San Diego,1,22.0,True,False,True
SES-0012530,2023-03-17,March,3,2023,2023-03,Friday,Direct,/about,Tablet,Chicago,6,312.0,False,False,True
SES-0012531,2023-03-17,March,3,2023,2023-03,Friday,Direct,/blog,Mobile,Philadelphia,1,11.0,True,False,False
SES-0012532,2023-03-17,March,3,2023,2023-03,Friday,Organic Search,/contact,Mobile,Dallas,1,41.0,True,False,True
SES-0012533,2023-03-17,March,3,2023,2023-03,Friday,Organic Search,/book-appointment,Mobile,Chicago,7,116.0,False,False,False
SES-0012534,2023-03-17,March,3,2023,2023-03,Friday,Social Media,/services,Desktop,Dallas,6,314.0,False,False,True
SES-0012535,2023-03-17,March,3,2023,2023-03,Friday,Paid Search,/blog,Mobile,San Diego,1,36.0,True,False,True
SES-0012536,2023-03-17,March,3,2023,2023-03,Friday,Referral,/services,Tablet,San Diego,4,343.0,False,False,True
SES-0012537,2023-03-17,March,3,2023,2023-03,Friday,Referral,/services,Desktop,Austin,1,11.0,True,False,True
SES-0012538,2023-03-17,March,3,2023,2023-03,Friday,Organic Search,/book-appointment,Mobile,Phoenix,3,77.0,False,False,False
SES-0012539,2023-03-17,March,3,2023,2023-03,Friday,Organic Search,/book-appointment,Desktop,Austin,5,279.0,False,False,True
SES-0012540,2023-03-17,March,3,2023,2023-03,Friday,Organic Search,/book-appointment,Mobile,Houston,1,36.0,True,False,False
SES-0012541,2023-03-17,March,3,2023,2023-03,Friday,Email Campaign,/home,Mobile,San Antonio,5,126.0,False,False,False
SES-0012542,2023-03-17,March,3,2023,2023-03,Friday,Paid Search,/about,Desktop,Houston,2,441.0,False,False,False
SES-0012543,2023-03-17,March,3,2023,2023-03,Friday,Paid Search,/about,Mobile,San Antonio,7,326.0,False,False,True
SES-0012544,2023-03-17,March,3,2023,2023-03,Friday,Paid Search,/about,Tablet,Austin,1,11.0,True,False,False
SES-0012545,2023-03-17,March,3,2023,2023-03,Friday,Social Media,/book-appointment,Mobile,Houston,2,362.0,False,False,False
SES-0012546,2023-03-17,March,3,2023,2023-03,Friday,Social Media,/services,Desktop,Philadelphia,3,479.0,False,True,True
SES-0012547,2023-03-17,March,3,2023,2023-03,Friday,Organic Search,/home,Tablet,Los Angeles,7,407.0,False,False,False
SES-0012548,2023-03-17,March,3,2023,2023-03,Friday,Paid Search,/book-appointment,Mobile,Dallas,1,29.0,True,False,False
SES-0012549,2023-03-17,March,3,2023,2023-03,Friday,Direct,/team,Mobile,Chicago,5,309.0,False,False,False
SES-0012550,2023-03-17,March,3,2023,2023-03,Friday,Organic Search,/contact,Mobile,San Antonio,7,397.0,False,False,True
SES-0012551,2023-03-17,March,3,2023,2023-03,Friday,Referral,/home,Mobile,San Diego,7,248.0,False,False,True
SES-0012552,2023-03-17,March,3,2023,2023-03,Friday,Direct,/services,Desktop,Philadelphia,6,184.0,False,False,True
SES-0012553,2023-03-17,March,3,2023,2023-03,Friday,Organic Search,/home,Desktop,New York,2,344.0,False,False,False
SES-0012554,2023-03-17,March,3,2023,2023-03,Friday,Organic Search,/book-appointment,Mobile,Phoenix,2,177.0,False,True,False
SES-0012555,2023-03-17,March,3,2023,2023-03,Friday,Social Media,/blog,Mobile,San Diego,1,30.0,True,False,False
SES-0012556,2023-03-17,March,3,2023,2023-03,Friday,Direct,/services,Mobile,Phoenix,8,251.0,False,False,True
SES-0012557,2023-03-17,March,3,2023,2023-03,Friday,Organic Search,/about,Desktop,Phoenix,1,12.0,True,False,True
SES-0012558,2023-03-18,March,3,2023,2023-03,Saturday,Social Media,/faq,Desktop,Chicago,5,157.0,False,False,True
SES-0012559,2023-03-18,March,3,2023,2023-03,Saturday,Direct,/book-appointment,Desktop,Dallas,2,191.0,False,False,False
SES-0012560,2023-03-18,March,3,2023,2023-03,Saturday,Direct,/services,Mobile,Chicago,3,293.0,False,False,True
SES-0012561,2023-03-18,March,3,2023,2023-03,Saturday,Direct,/blog,Mobile,San Diego,2,103.0,False,False,False
SES-0012562,2023-03-18,March,3,2023,2023-03,Saturday,Organic Search,/home,Mobile,New York,7,212.0,False,False,False
SES-0012563,2023-03-18,March,3,2023,2023-03,Saturday,Organic Search,/book-appointment,Tablet,San Antonio,2,436.0,False,False,True
SES-0012564,2023-03-18,March,3,2023,2023-03,Saturday,Organic Search,/home,Desktop,Austin,6,393.0,False,False,False
SES-0012565,2023-03-18,March,3,2023,2023-03,Saturday,Social Media,/services,Mobile,Chicago,1,22.0,True,False,True
SES-0012566,2023-03-18,March,3,2023,2023-03,Saturday,Organic Search,/home,Desktop,Philadelphia,1,34.0,True,False,False
SES-0012567,2023-03-18,March,3,2023,2023-03,Saturday,Organic Search,/home,Mobile,Chicago,1,26.0,True,False,True
SES-0012568,2023-03-18,March,3,2023,2023-03,Saturday,Direct,/about,Desktop,Chicago,1,30.0,True,False,True
SES-0012569,2023-03-18,March,3,2023,2023-03,Saturday,Paid Search,/testimonials,Desktop,Austin,2,465.0,False,False,False
SES-0012570,2023-03-18,March,3,2023,2023-03,Saturday,Social Media,/services,Desktop,Los Angeles,2,377.0,False,False,False
